College Name,Course,Caste,Gender,Rank Range,Cutoff Marks
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (IOT),BCC,Female,16526-16527,16527
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,38608-38609,38609
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS COMMUNICATION AND INSTRUMENTATION ENGINEERING,BCC,Female,50959-50960,50960
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,120947-120948,120948
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,INFORMATION TECHNOLOGY,BCC,Female,66197-66198,66198
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,MECHANICAL ENGINEERING,BCC,Female,112430-112431,112431
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,CIVIL ENGINEERING,BCC,Female,107244-107245,107245
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,51348-51349,51349
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,108774-108775,108775
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,29666-29667,29667
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,CIVIL ENGINEERING,BCC,Female,83793-83794,83794
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,91884-91885,91885
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,68850-68851,68851
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,113252-113253,113253
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,MECHANICAL ENGINEERING,BCC,Female,90980-90981,90981
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,MINING ENGINEERING,BCC,Female,104112-104113,104113
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,44045-44046,44046
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,40448-40449,40449
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,8777-8778,8778
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,28674-28675,28675
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,37308-37309,37309
KESHAV MEMORIAL INST OF TECHNOLOGY,INFORMATION TECHNOLOGY,BCC,Female,29441-29442,29442
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,CIVIL ENGINEERING,BCC,Female,50850-50851,50851
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,107296-107297,107297
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,111741-111742,111742
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,90730-90731,90731
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,77489-77490,77490
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,MECHANICAL ENGINEERING,BCC,Female,79965-79966,79966
KASIREDDY NARAYANAREDDY COLL ENGG RES,CIVIL ENGINEERING,BCC,Female,85201-85202,85202
KASIREDDY NARAYANAREDDY COLL ENGG RES,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,58459-58460,58460
KASIREDDY NARAYANAREDDY COLL ENGG RES,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,43045-43046,43046
KASIREDDY NARAYANAREDDY COLL ENGG RES,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,90753-90754,90754
KASIREDDY NARAYANAREDDY COLL ENGG RES,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,110874-110875,110875
KASIREDDY NARAYANAREDDY COLL ENGG RES,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,71741-71742,71742
KASIREDDY NARAYANAREDDY COLL ENGG RES,MECHANICAL ENGINEERING,BCC,Female,97709-97710,97710
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,117754-117755,117755
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,90963-90964,90964
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,110746-110747,110747
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,63216-63217,63217
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,121363-121364,121364
KL R PHARMACY COLLEGE,B. PHARMACY (M.P.C. STREAM),BCC,Female,108131-108132,108132
SRI KRUPA INSTITUTE OF PHARMACEUTICAL SCIS,B. PHARMACY (M.P.C. STREAM),BCC,Female,118713-118714,118714
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCC,Female,92086-92087,92087
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,CIVIL ENGINEERING,BCC,Female,117541-117542,117542
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,63540-63541,63541
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,73914-73915,73915
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,23815-23816,23816
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,MECHANICAL ENGINEERING,BCC,Female,65679-65680,65680
K U COLLEGE OF ENGG KOTHAGUDEM,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,41662-41663,41663
K U COLLEGE OF ENGG KOTHAGUDEM,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,21078-21079,21079
K U COLLEGE OF ENGG KOTHAGUDEM,MINING ENGINEERING,BCC,Female,53206-53207,53207
K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,119589-119590,119590
K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,INFORMATION TECHNOLOGY,BCC,Female,44913-44914,44914
K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,MINING ENGINEERING,BCC,Female,96927-96928,96928
K U COLLEGE OF PHARMACEUTICAL SCIENCES,B. PHARMACY (M.P.C. STREAM),BCC,Female,67910-67911,67911
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,69382-69383,69383
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,33695-33696,33696
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,28868-28869,28869
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,INFORMATION TECHNOLOGY,BCC,Female,90716-90717,90717
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,26261-26262,26262
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,21881-21882,21882
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,17530-17531,17531
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,120988-120989,120989
KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,CIVIL ENGINEERING,BCC,Female,32008-32009,32009
KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,INFORMATION TECHNOLOGY,BCC,Female,36073-36074,36074
K V K COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,85619-85620,85620
MAX INST OF PHARM SCI,B. PHARMACY (M.P.C. STREAM),BCC,Female,77223-77224,77224
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,CIVIL ENGINEERING,BCC,Female,102393-102394,102394
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,92142-92143,92143
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,121078-121079,121079
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,99293-99294,99294
MADIRA INST OF TECHNOLOGYAND SCI,B. PHARMACY (M.P.C. STREAM),BCC,Female,98468-98469,98469
MATRUSRI ENGINEERING COLLEGE,CIVIL ENGINEERING,BCC,Female,121112-121113,121113
MATRUSRI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,45877-45878,45878
MATRUSRI ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,78553-78554,78554
MATRUSRI ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,119270-119271,119271
MATRUSRI ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,BCC,Female,75890-75891,75891
MATRUSRI ENGINEERING COLLEGE,MECHANICAL ENGINEERING,BCC,Female,70101-70102,70102
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCC,Female,49854-49855,49855
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,112088-112089,112089
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,44595-44596,44596
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,54604-54605,54605
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,88689-88690,88690
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,114992-114993,114993
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCC,Female,72418-72419,72419
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CIVIL ENGINEERING,BCC,Female,98800-98801,98801
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,75954-75955,75955
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,92691-92692,92692
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,108010-108011,108011
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,55115-55116,55116
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND BUSINESS SYSTEM,BCC,Female,14611-14612,14612
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,11047-11048,11048
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,39496-39497,39497
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,11824-11825,11825
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,77345-77346,77346
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,28020-28021,28021
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,INFORMATION TECHNOLOGY,BCC,Female,73521-73522,73522
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,MECHANICAL (MECHTRONICS) ENGINEERING,BCC,Female,58049-58050,58050
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,62465-62466,62466
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,METALLURGY AND MATERIAL ENGINEERING,BCC,Female,28201-28202,28202
MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,47968-47969,47969
MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,88904-88905,88905
MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,120653-120654,120654
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,AERONAUTICAL ENGINEERING,BCC,Female,33308-33309,33309
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,112774-112775,112775
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,51723-51724,51724
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,37329-37330,37330
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,59775-59776,59776
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,117256-117257,117257
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,INFORMATION TECHNOLOGY,BCC,Female,119558-119559,119559
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,50793-50794,50794
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,99903-99904,99904
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,102955-102956,102956
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,119391-119392,119392
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,79672-79673,79673
MOHAMMADIYA INSTITUTE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,78597-78598,78598
MOONRAY INST OF PHARM SCI,B. PHARMACY (M.P.C. STREAM),BCC,Female,89111-89112,89112
M L R INSTITUTE OF TECHNOLOGY,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCC,Female,31887-31888,31888
M L R INSTITUTE OF TECHNOLOGY,AERONAUTICAL ENGINEERING,BCC,Female,97560-97561,97561
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,43816-43817,43817
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,22783-22784,22784
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,65789-65790,65790
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,BCC,Female,42380-42381,42381
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,24461-24462,24462
M L R INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,103851-103852,103852
M L R INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,121061-121062,121062
M L R INSTITUTE OF TECHNOLOGY,INFORMATION TECHNOLOGY,BCC,Female,59485-59486,59486
M L R INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,102670-102671,102671
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCC,Female,98615-98616,98616
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCC,Female,42207-42208,42208
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),AERONAUTICAL ENGINEERING,BCC,Female,90347-90348,90348
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,42289-42290,42290
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,25907-25908,25908
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,53400-53401,53401
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,58574-58575,58575
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BCC,Female,90951-90952,90952
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,76515-76516,76516
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,121179-121180,121180
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,35526-35527,35527
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,73082-73083,73083
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,121249-121250,121250
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,95040-95041,95041
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,43334-43335,43335
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,84363-84364,84364
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,BCC,Female,48494-48495,48495
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,90590-90591,90591
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,113190-113191,113191
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,120940-120941,120941
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,62125-62126,62126
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,108988-108989,108989
MALLA REDDY INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,96979-96980,96980
M N R COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,36117-36118,36118
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,82969-82970,82970
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,72557-72558,72558
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,121350-121351,121351
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,84271-84272,84272
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,80575-80576,80576
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,59462-59463,59463
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,66702-66703,66703
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,78789-78790,78790
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,71432-71433,71433
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,MINING ENGINEERING,BCC,Female,93693-93694,93694
MALLA REDDY COLLEGE OF ENGINEERING,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCC,Female,71709-71710,71710
MALLA REDDY COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,70489-70490,70490
MALLA REDDY COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,99204-99205,99205
MALLA REDDY COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,107602-107603,107603
MALLA REDDY COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,56073-56074,56074
MALLA REDDY COLLEGE OF ENGINEERING,INFORMATION TECHNOLOGY,BCC,Female,119230-119231,119231
MALLA REDDY COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,BCC,Female,55613-55614,55614
MALLA REDDY COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,109425-109426,109426
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,39297-39298,39298
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,23549-23550,23550
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,98508-98509,98509
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,20673-20674,20674
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BCC,Female,42189-42190,42190
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,70678-70679,70679
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,100553-100554,100554
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,39207-39208,39208
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCC,Female,39500-39501,39501
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,44292-44293,44293
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,63395-63396,63396
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,35396-35397,35397
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,55187-55188,55188
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,66215-66216,66216
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BCC,Female,72962-72963,72963
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,61187-61188,61188
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,54834-54835,54835
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,17536-17537,17537
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,120826-120827,120827
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MINING ENGINEERING,BCC,Female,118469-118470,118470
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,CIVIL ENGINEERING,BCC,Female,68503-68504,68504
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,75771-75772,75772
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,51362-51363,51363
